	-0.2	0	.2	.4	.6	.8	1	1.2	1.4	1.6	1.8	2	2.5	3	3.5	4	4.50000000000000			
0.01	2.78910686800002E-6	1.674019914E-6	1.3090975524E-6	4.08145195400001E-7	3.459096291E-6	-5.57813317800004E-7	2.00124804200002E-6	7.53423736700004E-7	-5.92065830000034E-7	2.14073075719999E-6	1.75415672500001E-6	1.92525669839999E-6	1.1975730351E-6	1.76038658599998E-6	-1.23922804820003E-6	1.31791656089999E-6	-1.45694912109999E-6	1.47426205470002E-6	-2.23803870059999E-6	4.91529028000011E-7
0.02	1.89730686800001E-6	1.62219914E-7	2.0511975524E-6	-1.981548046E-7	2.200396291E-6	-2.0434133178E-6	3.63174804200002E-6	1.4540237367E-6	1.45843416999997E-6	1.71493075719999E-6	2.21275672500001E-6	-1.88843301600013E-7	7.89273035099996E-7	1.79258658599998E-6	-6.6292804820003E-7	-1.04383439100013E-7	1.16045087890001E-6	6.0366205470002E-7	-1.49213870059999E-6	-5.1107097199999E-7
0.03	2.53140686800002E-6	9.76619914E-7	4.3795375524E-6	1.4513451954E-6	8.45296290999995E-7	-2.5329133178E-6	-7.72551957999975E-7	4.24423736700006E-7	3.37341699999677E-8	1.07930757199988E-7	6.91356725000012E-7	-3.14330160001175E-9	-1.7577269649E-6	2.97968658599998E-6	3.30437195179997E-6	7.61516560899987E-7	3.27150878900008E-7	-5.73037945299979E-7	-1.30603870059999E-6	4.1662902800001E-7
0.04	9.70506868000015E-7	-1.067880086E-6	-1.8499024476E-6	-1.1314548046E-6	8.11696290999995E-7	-1.38401331780001E-6	2.41348042000025E-7	-1.41976263299995E-7	1.48503416999997E-6	1.09043075719999E-6	1.02045672500001E-6	5.12856698399985E-7	3.07173035099994E-7	1.47818658599998E-6	2.00277195179997E-6	1.17881656089999E-6	-1.75449121099994E-7	3.02196205470002E-6	-1.29563870059999E-6	-3.85617097199999E-6
0.05	1.94840686800001E-6	-3.98080086E-7	1.9512975524E-6	-5.64654804599999E-7	2.665296291E-6	1.70658668219999E-6	1.07094804200002E-6	8.30323736700005E-7	-6.64865830000034E-7	9.36430757199986E-7	-1.32174327499999E-6	-7.99743301600013E-7	1.3950730351E-6	-3.43513414000017E-7	1.54307195179997E-6	1.39241656089999E-6	1.68425087890001E-6	1.0066205470002E-7	-6.43538700599993E-7	-5.0957097199999E-7
0.06	2.49510686800002E-6	-7.10980086E-7	2.0176975524E-6	1.3819451954E-6	4.350696291E-6	1.50618668219999E-6	-1.40851957999976E-7	-8.93976263299997E-7	5.08534169999968E-7	-1.08169242800013E-7	7.14656725000011E-7	-1.43844330160001E-6	1.2560730351E-6	2.60386585999981E-7	-1.07332804820003E-6	-8.08834391000135E-8	1.44845087890001E-6	-1.73273794529998E-6	1.99036129940001E-6	3.78292902800001E-6
0.07	3.04930686800002E-6	8.79019914E-7	2.4266975524E-6	5.4500451954E-6	4.065096291E-6	3.5757866822E-6	1.87014804200002E-6	1.27723736700006E-7	1.16933416999997E-6	-1.21976924280001E-6	2.22415672500001E-6	-1.57014330160001E-6	5.22673035099996E-7	3.01668658599998E-6	-1.42882804820003E-6	3.78616560899987E-7	-1.07544912109999E-6	1.64326205470002E-6	1.31506129940001E-6	3.62172902800001E-6
0.08	4.33630686800001E-6	-5.19480086E-7	3.5718975524E-6	1.7724451954E-6	2.510396291E-6	-1.08213317800005E-7	4.11014804200002E-6	2.61422373670001E-6	-2.55717583000003E-6	-4.06692428000141E-8	-9.7324327499999E-7	-3.52433016000144E-8	1.27837303509999E-6	9.05886585999982E-7	1.09417195179997E-6	2.33316560899989E-7	1.62150878900006E-7	2.09286205470002E-6	7.44561299400008E-7	1.13802902800001E-6
0.09	4.67320686800002E-6	2.532319914E-6	3.20397552400004E-7	-5.80054804599999E-7	3.63609629099999E-6	1.14328668219999E-6	3.46694804200002E-6	2.2390237367E-6	1.30163416999997E-6	-2.83446924280001E-6	1.98055672500001E-6	1.63905669839999E-6	7.56673035099995E-7	1.44258658599998E-6	-1.47712804820003E-6	-1.47328343910001E-6	1.87675087890001E-6	2.19986205470002E-6	-7.91038700599992E-7	4.71729028000011E-7
0.1	2.87930686800002E-6	-1.67080086E-7	2.9482975524E-6	2.2082451954E-6	3.49829629099999E-6	-1.6854133178E-6	-1.17275195799998E-6	-3.93776263299996E-7	4.97134169999966E-7	2.39763075719999E-6	1.34945672500001E-6	-1.92843301600012E-7	6.64073035099996E-7	3.93286585999982E-7	-3.95792804820003E-6	1.80181656089999E-6	3.11835087890001E-6	-1.27193794529998E-6	-9.8223870059999E-7	9.0172902800001E-7
0.11	1.27140686800002E-6	1.010819914E-6	4.84975524000037E-8	1.8238451954E-6	5.003996291E-6	1.46368668219999E-6	2.20074804200002E-6	1.6063237367E-6	1.71373416999997E-6	-1.48569242800012E-7	9.90856725000012E-7	-2.97224330160001E-6	9.28873035099995E-7	1.75598658599998E-6	5.19871951799969E-7	7.49716560899989E-7	3.25250878900008E-7	-8.6583794529998E-7	1.91661299400007E-7	9.2332902800001E-7
0.12	9.17306868000016E-7	2.278919914E-6	1.3790975524E-6	2.8661451954E-6	2.516096291E-6	-8.1113317800006E-8	8.39448042000024E-7	2.5902237367E-6	-1.10476583000003E-6	3.35230757199986E-7	2.62956725000013E-7	-2.56484330160001E-6	2.7048730351E-6	2.10758658599998E-6	1.15427195179997E-6	-1.20768343910001E-6	6.57150878900005E-7	1.36696205470002E-6	3.49061299400007E-7	-5.19370971999989E-7
0.13	2.11820686800002E-6	1.969719914E-6	2.9191975524E-6	3.44145195400001E-7	1.454496291E-6	-1.4912133178E-6	-1.49715195799997E-6	5.45123736700004E-7	9.99341699999667E-8	-3.92369242800012E-7	1.31665672500001E-6	-1.77564330160001E-6	1.2022730351E-6	-2.75213414000019E-7	-9.60328048200029E-7	1.04991656089999E-6	1.32865087890001E-6	-2.80379452999791E-8	2.67376129940001E-6	1.09922902800001E-6
0.14	2.26570686800002E-6	1.420619914E-6	1.6793975524E-6	3.3779451954E-6	2.07269629099999E-6	-2.02961331780001E-6	2.75494804200002E-6	1.0115237367E-6	9.27134169999967E-7	2.12343075719999E-6	4.75885672500001E-6	1.12995669839999E-6	8.35873035099997E-7	2.65828658599998E-6	1.20257195179997E-6	1.94091656089999E-6	1.24305087890001E-6	-5.50537945299981E-7	5.57061299400011E-7	2.57462902800001E-6
0.15	6.42706868000016E-7	3.604419914E-6	2.91297552400004E-7	1.3976451954E-6	1.062796291E-6	9.18286682199995E-7	1.03554804200003E-6	2.77812373670001E-6	5.26834169999966E-7	8.26230757199988E-7	2.04095672500001E-6	3.15656698399987E-7	1.30973035099995E-7	1.54408658599998E-6	-1.38280482000309E-8	-8.6268343910001E-7	3.28475087890001E-6	2.39076205470002E-6	-1.12653870059999E-6	8.61129028000011E-7
0.16	2.25840686800002E-6	1.788719914E-6	3.93397552400004E-7	7.703451954E-7	5.96696290999995E-7	2.14518668219999E-6	2.12734804200002E-6	1.94732373670001E-6	-9.28765830000031E-7	1.52223075719999E-6	1.39895672500001E-6	2.94356698399986E-7	1.6643730351E-6	1.04088658599998E-6	3.12471951799971E-7	-2.58883439100012E-7	1.54875087890001E-6	-2.12237945299981E-7	5.7561299400009E-8	1.86472902800001E-6
0.17	3.25870686800002E-6	3.313119914E-6	1.0505975524E-6	3.11245195400001E-7	3.151096291E-6	1.12928668219999E-6	1.21364804200002E-6	1.59032373670001E-6	1.68323416999997E-6	2.04623075719999E-6	3.66525672500001E-6	8.53556698399987E-7	2.4076730351E-6	2.23468658599998E-6	1.4071951799971E-8	1.29521656089999E-6	3.55875087890001E-6	1.82096205470002E-6	5.69361299400009E-7	7.91629028000011E-7
0.18	3.14540686800002E-6	3.986619914E-6	8.09097552400003E-7	3.84345195400001E-7	1.88359629099999E-6	3.32186682199994E-7	-7.97651957999978E-7	1.7149237367E-6	3.15634169999969E-7	1.02183075719999E-6	2.39285672500001E-6	1.77735669839999E-6	3.0491730351E-6	2.55338658599998E-6	4.80071951799972E-7	7.55016560899987E-7	2.58015087890001E-6	1.65906205470002E-6	2.20296129940001E-6	6.80229028000011E-7
0.19	4.81280686800002E-6	4.471719914E-6	-1.34102447599996E-7	2.3379451954E-6	1.816696291E-6	2.30758668219999E-6	1.07384804200003E-6	1.1624237367E-6	6.72534169999968E-7	1.97733075719999E-6	1.03145672500001E-6	1.22855669839999E-6	2.1349730351E-6	2.03808658599998E-6	2.04327195179997E-6	1.70416560899989E-7	2.77585087890001E-6	2.44826205470002E-6	-7.2553870059999E-7	-9.58709719999902E-8
0.2	4.90410686800002E-6	9.89319914E-7	2.3566975524E-6	2.9570451954E-6	1.47319629099999E-6	2.26848668219999E-6	2.62304804200002E-6	-3.28876263299996E-7	4.70003416999997E-6	2.60063075719999E-6	2.15475672500001E-6	1.26415669839999E-6	3.53473035099996E-7	3.23198658599998E-6	1.86857195179997E-6	1.85261656089999E-6	3.45025087890001E-6	1.19286205470002E-6	-6.55738700599993E-7	1.75942902800001E-6
0.21	2.43900686800002E-6	2.079319914E-6	4.3608775524E-6	2.0503451954E-6	9.09996290999995E-7	2.11708668219999E-6	2.15124804200002E-6	-1.60676263299997E-7	3.37163416999997E-6	1.88753075719999E-6	2.13555672500001E-6	1.45335669839999E-6	1.3770730351E-6	2.49148658599998E-6	-9.22804820003143E-9	7.19116560899986E-7	3.10975087890001E-6	2.27206205470002E-6	-9.53738700599991E-7	-8.18709719999892E-8
0.22	1.18790686800002E-6	1.721719914E-6	1.7576975524E-6	2.33445195400001E-7	4.965896291E-6	-1.2492133178E-6	-4.74151957999975E-7	5.25723736700004E-7	9.87534169999966E-7	1.95673075719999E-6	2.87115672500001E-6	1.56035669839999E-6	1.1406730351E-6	2.04158658599998E-6	-4.6672804820003E-7	6.96916560899989E-7	4.16745087890001E-6	9.73962054700019E-7	-1.73493870059999E-6	9.8262902800001E-7
0.23	8.19006868000015E-7	7.02319914E-7	4.4390975524E-6	1.3246451954E-6	5.456696291E-6	1.2707866822E-6	1.81874804200002E-6	1.82532373670001E-6	6.70934169999969E-7	-4.99069242800013E-7	2.68156725000011E-7	5.77056698399988E-7	1.7459730351E-6	1.18538658599998E-6	1.60927195179997E-6	1.99621656089999E-6	3.40005087890001E-6	1.95656205470002E-6	1.91961299400008E-7	1.16692902800001E-6
0.24	9.45006868000015E-7	2.375019914E-6	1.9527975524E-6	-8.587548046E-7	5.244796291E-6	5.43686682199997E-7	1.77054804200002E-6	2.51552373670001E-6	3.23803416999997E-6	1.14133075719999E-6	-6.02432749999897E-8	1.63825669839999E-6	2.6469730351E-6	1.82958658599998E-6	3.79357195179997E-6	1.36316560899989E-7	3.33095087890001E-6	6.27620547000196E-8	1.10446129940001E-6	1.72092902800001E-6
0.25	2.74350686800002E-6	1.692619914E-6	3.1903975524E-6	-1.5346548046E-6	1.646096291E-6	1.19958668219999E-6	1.75224804200002E-6	1.0956237367E-6	1.79603416999997E-6	8.74030757199987E-7	2.12895672500001E-6	2.53285669839999E-6	1.7080730351E-6	8.93286585999984E-7	2.35177195179997E-6	2.32331656089999E-6	3.64485087890001E-6	1.59606205470002E-6	-9.23238700599992E-7	3.56772902800001E-6
0.26	1.34610686800002E-6	2.524819914E-6	3.2432975524E-6	-9.57654804599999E-7	4.458596291E-6	2.6777866822E-6	1.32744804200002E-6	2.33852373670001E-6	1.60463416999997E-6	2.03643075719999E-6	1.53145672500001E-6	1.42585669839999E-6	3.3948730351E-6	3.85478658599998E-6	1.97427195179997E-6	2.79181656089999E-6	5.32515087890001E-6	2.50716205470002E-6	8.36129940000973E-9	3.50442902800001E-6
0.27	2.32250686800002E-6	2.211919914E-6	2.8282975524E-6	1.2929451954E-6	3.022096291E-6	2.74386682199996E-7	1.82174804200002E-6	4.6852237367E-6	1.96123416999997E-6	3.94203075719999E-6	1.34045672500001E-6	1.12595669839999E-6	2.9287730351E-6	2.41168658599998E-6	2.07167195179997E-6	3.39591656089999E-6	2.75325087890001E-6	3.55986205470002E-6	-1.79538700599991E-7	3.32712902800001E-6
0.28	4.33370686800001E-6	6.71819914E-7	2.6874975524E-6	-1.4102548046E-6	2.772596291E-6	5.1327866822E-6	2.22454804200002E-6	3.17712373670001E-6	9.63034169999967E-7	3.80503075719999E-6	4.93885672500001E-6	2.86435669839999E-6	5.17573035099996E-7	5.37258658599998E-6	2.91537195179997E-6	2.64241656089999E-6	1.81485087890001E-6	1.19756205470002E-6	-1.28963870059999E-6	1.46382902800001E-6
0.29	2.11360686800002E-6	7.90219914E-7	2.0131975524E-6	1.7380451954E-6	1.367396291E-6	1.9834866822E-6	4.06404804200002E-6	2.07102373670001E-6	2.64333416999997E-6	3.73883075719999E-6	3.63305672500001E-6	2.86195669839999E-6	5.16673035099997E-7	4.27558658599998E-6	2.32367195179997E-6	4.13741656089999E-6	1.02705087890001E-6	3.41176205470002E-6	-5.24438700599992E-7	2.98812902800001E-6
0.3	1.92350686800002E-6	1.07819914E-7	1.1845975524E-6	2.5278451954E-6	2.787496291E-6	2.6660866822E-6	3.74824804200002E-6	2.49072373670001E-6	2.50293416999997E-6	3.84023075719999E-6	3.31045672500001E-6	5.41315669839999E-6	2.4337730351E-6	3.84348658599998E-6	3.72387195179997E-6	4.15321656089999E-6	3.55345087890001E-6	2.90876205470002E-6	1.49856129940001E-6	1.11742902800001E-6
0.31	1.65380686800002E-6	2.352719914E-6	7.34697552400004E-7	1.2612451954E-6	3.393896291E-6	-2.51713317800005E-7	4.74154804200002E-6	4.79012373670001E-6	3.13703416999997E-6	4.97673075719999E-6	5.52185672500001E-6	4.38525669839999E-6	3.5059730351E-6	3.55438658599998E-6	3.61237195179997E-6	3.61291656089999E-6	5.21215087890001E-6	2.24846205470002E-6	1.82506129940001E-6	9.95629028000011E-7
0.32	6.39080686800002E-6	5.71219914E-7	1.4819975524E-6	2.4705451954E-6	2.664396291E-6	3.3779866822E-6	4.23804804200002E-6	4.84532373670001E-6	5.68433416999997E-6	4.18523075719999E-6	2.26285672500001E-6	3.84495669839999E-6	1.9642730351E-6	4.89178658599998E-6	2.82007195179997E-6	4.32281656089999E-6	2.91095087890001E-6	5.41726205470002E-6	1.87226129940001E-6	2.01172902800001E-6
0.33	4.57160686800002E-6	4.420219914E-6	8.66597552400004E-7	1.5503451954E-6	2.006696291E-6	1.9587866822E-6	4.73814804200002E-6	3.93062373670001E-6	4.75763416999997E-6	4.38473075719999E-6	4.82135672500001E-6	5.28255669839999E-6	4.5227730351E-6	7.00768658599998E-6	4.34597195179997E-6	5.73931656089999E-6	5.69945087890001E-6	4.48446205470002E-6	2.56476129940001E-6	4.83602902800001E-6
0.34	5.53930686800002E-6	4.616219914E-6	2.4608975524E-6	1.8819451954E-6	4.074096291E-6	1.72598668219999E-6	2.21544804200002E-6	3.4801237367E-6	3.17793416999997E-6	5.82603075719999E-6	6.61955672500001E-6	6.39755669839999E-6	6.0063730351E-6	6.72158658599998E-6	5.30407195179997E-6	6.68601656089999E-6	4.96965087890001E-6	6.24486205470002E-6	2.94956129940001E-6	5.25772902800001E-6
0.35	4.55640686800002E-6	3.259419914E-6	5.4165975524E-6	3.2796451954E-6	2.700096291E-6	2.87548668219999E-6	3.00824804200002E-6	4.09832373670001E-6	5.97783416999997E-6	7.03773075719999E-6	5.47625672500001E-6	5.76265669839999E-6	3.7618730351E-6	6.81698658599998E-6	4.73147195179997E-6	3.03781656089999E-6	6.02205087890001E-6	5.33306205470002E-6	4.04406129940001E-6	5.84932902800001E-6
0.36	7.66330686800002E-6	4.712319914E-6	5.4613665524E-6	4.5268451954E-6	4.602196291E-6	5.3537866822E-6	5.12964804200002E-6	3.48422373670001E-6	7.25343416999997E-6	6.26153075719999E-6	6.79095672500001E-6	6.35375669839999E-6	6.0598730351E-6	3.54818658599998E-6	5.52097195179997E-6	5.93531656089999E-6	5.82745087890001E-6	7.21136205470002E-6	5.34536129940001E-6	5.01932902800001E-6
0.37	7.12170686800002E-6	5.058019914E-6	4.7468075524E-6	4.4873451954E-6	3.012496291E-6	4.3742866822E-6	4.03784804200002E-6	4.29232373670001E-6	5.69903416999997E-6	5.84183075719999E-6	5.29515672500001E-6	5.15855669839999E-6	7.1462730351E-6	6.17958658599998E-6	5.28337195179997E-6	6.84201656089999E-6	7.72125087890001E-6	6.46336205470002E-6	3.47886129940001E-6	2.65422902800001E-6
0.38	6.35190686800002E-6	3.021119914E-6	4.4144975524E-6	5.6348451954E-6	5.09419629099999E-6	3.7785866822E-6	5.30584804200002E-6	6.94922373670001E-6	4.22663416999997E-6	7.49343075719999E-6	5.05195672500001E-6	7.97755669839999E-6	5.7993730351E-6	5.87068658599998E-6	6.36107195179997E-6	6.63251656089999E-6	6.19845087890001E-6	4.94976205470002E-6	4.76466129940001E-6	3.01712902800001E-6
0.39	7.14650686800001E-6	4.646719914E-6	5.1737675524E-6	7.2195451954E-6	5.78139629099999E-6	6.4500866822E-6	4.29554804200002E-6	3.46112373670001E-6	5.10723416999997E-6	8.29363075719999E-6	6.84315672500001E-6	8.99225669839999E-6	7.7188730351E-6	7.25178658599998E-6	5.86257195179997E-6	7.01541656089999E-6	8.44725087890001E-6	6.13916205470002E-6	6.72486129940001E-6	4.14202902800001E-6
0.4	9.26580686800002E-6	5.632519914E-6	5.8547575524E-6	5.8106451954E-6	4.45249629099999E-6	7.4694866822E-6	4.15594804200002E-6	7.4170237367E-6	5.76473416999997E-6	8.37113075719999E-6	6.91675672500001E-6	9.56905669839999E-6	1.04830730351E-5	8.33988658599998E-6	7.96167195179997E-6	7.61441656089999E-6	6.97395087890001E-6	7.14896205470002E-6	5.55076129940001E-6	7.53982902800001E-6
0.41	9.15800686800002E-6	7.084619914E-6	5.4590785524E-6	3.7132451954E-6	5.528596291E-6	6.3400866822E-6	6.57024804200003E-6	7.35752373670001E-6	8.15833416999997E-6	9.35763075719999E-6	9.37345672500001E-6	8.66825669839999E-6	9.1561730351E-6	8.94928658599998E-6	6.68167195179997E-6	8.02521656089999E-6	6.81665087890001E-6	5.80236205470002E-6	6.29506129940001E-6	6.70232902800001E-6
0.42	8.56320686800001E-6	6.323919914E-6	3.7611975524E-6	6.9848451954E-6	7.10169629099999E-6	5.6751866822E-6	5.32404804200002E-6	6.00622373670001E-6	7.21943416999997E-6	6.76983075719999E-6	5.60715672500001E-6	4.27115669839999E-6	1.07087730351E-5	9.60708658599998E-6	7.31827195179997E-6	7.54541656089999E-6	7.55795087890001E-6	5.25326205470002E-6	5.01816129940001E-6	5.62722902800001E-6
0.43	7.57560686800002E-6	5.469319914E-6	4.6596275524E-6	6.9311451954E-6	7.52939629099999E-6	5.4977866822E-6	5.36034804200002E-6	8.39382373670001E-6	5.99443416999997E-6	8.67733075719999E-6	7.11885672500001E-6	7.40015669839999E-6	7.9624730351E-6	9.60278658599998E-6	7.50897195179997E-6	5.11561656089999E-6	8.91515087890001E-6	8.28316205470002E-6	6.53436129940001E-6	6.69492902800001E-6
